"area_name","area_code","date","new_cases","total_cases"
"Hackney and City of London","E09000012",2020-05-26,1,763
"Hammersmith and Fulham","E09000013",2020-05-26,1,705
"Haringey","E09000014",2020-05-26,0,710
"Harrow","E09000015",2020-05-26,2,1214
"Havering","E09000016",2020-05-26,3,885
"Hillingdon","E09000017",2020-05-26,1,1007
"Hounslow","E09000018",2020-05-26,2,953
"Islington","E09000019",2020-05-26,1,515
"Kensington and Chelsea","E09000020",2020-05-26,1,529
"Kingston upon Thames","E09000021",2020-05-26,2,695
"Lambeth","E09000022",2020-05-26,3,1322
"Lewisham","E09000023",2020-05-26,2,1149
"Merton","E09000024",2020-05-26,4,885
"Newham","E09000025",2020-05-26,1,1181
"Redbridge","E09000026",2020-05-26,1,1015
"Richmond upon Thames","E09000027",2020-05-26,3,502
"Southwark","E09000028",2020-05-26,1,1391
"Sutton","E09000029",2020-05-26,1,943
"Tower Hamlets","E09000030",2020-05-26,3,747
"Waltham Forest","E09000031",2020-05-26,1,947
"Wandsworth","E09000032",2020-05-26,0,1104
"Westminster","E09000033",2020-05-26,1,725
"Barking and Dagenham","E09000002",2020-05-27,0,664
"Barnet","E09000003",2020-05-27,9,1537
"Bexley","E09000004",2020-05-27,3,981
"Brent","E09000005",2020-05-27,3,1640
"Bromley","E09000006",2020-05-27,4,1471
"Camden","E09000007",2020-05-27,1,669
"Croydon","E09000008",2020-05-27,5,1794
"Ealing","E09000009",2020-05-27,5,1448
"Enfield","E09000010",2020-05-27,3,1124
"Greenwich","E09000011",2020-05-27,3,894
"Hackney and City of London","E09000012",2020-05-27,2,765
"Hammersmith and Fulham","E09000013",2020-05-27,0,705
"Haringey","E09000014",2020-05-27,5,715
"Harrow","E09000015",2020-05-27,4,1218
"Havering","E09000016",2020-05-27,2,887
"Hillingdon","E09000017",2020-05-27,2,1009
"Hounslow","E09000018",2020-05-27,2,955
"Islington","E09000019",2020-05-27,2,517
"Kensington and Chelsea","E09000020",2020-05-27,0,529
"Kingston upon Thames","E09000021",2020-05-27,1,696
"Lambeth","E09000022",2020-05-27,0,1322
"Lewisham","E09000023",2020-05-27,1,1150
"Merton","E09000024",2020-05-27,2,887
"Newham","E09000025",2020-05-27,3,1184
"Redbridge","E09000026",2020-05-27,3,1018
"Richmond upon Thames","E09000027",2020-05-27,3,505
"Southwark","E09000028",2020-05-27,6,1397
"Sutton","E09000029",2020-05-27,6,949
"Tower Hamlets","E09000030",2020-05-27,1,748
"Waltham Forest","E09000031",2020-05-27,0,947
"Wandsworth","E09000032",2020-05-27,1,1105
"Westminster","E09000033",2020-05-27,2,727
"Barking and Dagenham","E09000002",2020-05-28,4,668
"Barnet","E09000003",2020-05-28,4,1541
"Bexley","E09000004",2020-05-28,6,987
"Brent","E09000005",2020-05-28,2,1642
"Bromley","E09000006",2020-05-28,6,1477
"Camden","E09000007",2020-05-28,0,669
"Croydon","E09000008",2020-05-28,1,1795
"Ealing","E09000009",2020-05-28,7,1455
"Enfield","E09000010",2020-05-28,1,1125
"Greenwich","E09000011",2020-05-28,1,895
"Hackney and City of London","E09000012",2020-05-28,1,766
"Hammersmith and Fulham","E09000013",2020-05-28,0,705
"Haringey","E09000014",2020-05-28,1,716
"Harrow","E09000015",2020-05-28,4,1222
"Havering","E09000016",2020-05-28,1,888
"Hillingdon","E09000017",2020-05-28,3,1012
"Hounslow","E09000018",2020-05-28,3,958
"Islington","E09000019",2020-05-28,0,517
"Kensington and Chelsea","E09000020",2020-05-28,1,530
"Kingston upon Thames","E09000021",2020-05-28,1,697
"Lambeth","E09000022",2020-05-28,1,1323
"Lewisham","E09000023",2020-05-28,2,1152
"Merton","E09000024",2020-05-28,3,890
"Newham","E09000025",2020-05-28,5,1189
"Redbridge","E09000026",2020-05-28,1,1019
"Richmond upon Thames","E09000027",2020-05-28,0,505
"Southwark","E09000028",2020-05-28,3,1400
"Sutton","E09000029",2020-05-28,4,953
"Tower Hamlets","E09000030",2020-05-28,2,750
"Waltham Forest","E09000031",2020-05-28,2,949
"Wandsworth","E09000032",2020-05-28,2,1107
"Westminster","E09000033",2020-05-28,2,729
"Barking and Dagenham","E09000002",2020-05-29,0,668
"Barnet","E09000003",2020-05-29,3,1544
"Bexley","E09000004",2020-05-29,1,988
"Brent","E09000005",2020-05-29,1,1643
"Bromley","E09000006",2020-05-29,1,1478
"Camden","E09000007",2020-05-29,1,670
"Croydon","E09000008",2020-05-29,5,1800
"Ealing","E09000009",2020-05-29,5,1460
"Enfield","E09000010",2020-05-29,3,1128
"Greenwich","E09000011",2020-05-29,5,900
"Hackney and City of London","E09000012",2020-05-29,2,768
"Hammersmith and Fulham","E09000013",2020-05-29,2,707
"Haringey","E09000014",2020-05-29,0,716
"Harrow","E09000015",2020-05-29,1,1223
"Havering","E09000016",2020-05-29,0,888
"Hillingdon","E09000017",2020-05-29,2,1014
"Hounslow","E09000018",2020-05-29,1,959
"Islington","E09000019",2020-05-29,1,518
"Kensington and Chelsea","E09000020",2020-05-29,2,532
"Kingston upon Thames","E09000021",2020-05-29,6,703
"Lambeth","E09000022",2020-05-29,0,1323
"Lewisham","E09000023",2020-05-29,4,1156
"Merton","E09000024",2020-05-29,1,891
"Newham","E09000025",2020-05-29,1,1190
"Redbridge","E09000026",2020-05-29,0,1019
"Richmond upon Thames","E09000027",2020-05-29,0,505
"Southwark","E09000028",2020-05-29,1,1401
"Sutton","E09000029",2020-05-29,3,956
"Tower Hamlets","E09000030",2020-05-29,2,752
"Waltham Forest","E09000031",2020-05-29,2,951
"Wandsworth","E09000032",2020-05-29,1,1108
"Westminster","E09000033",2020-05-29,0,729
"Barking and Dagenham","E09000002",2020-05-30,0,668
"Barnet","E09000003",2020-05-30,1,1545
"Bexley","E09000004",2020-05-30,5,993
"Brent","E09000005",2020-05-30,7,1650
"Bromley","E09000006",2020-05-30,0,1478
"Camden","E09000007",2020-05-30,0,670
"Croydon","E09000008",2020-05-30,0,1800
"Ealing","E09000009",2020-05-30,3,1463
"Enfield","E09000010",2020-05-30,0,1128
"Greenwich","E09000011",2020-05-30,0,900
"Hackney and City of London","E09000012",2020-05-30,1,769
"Hammersmith and Fulham","E09000013",2020-05-30,0,707
"Haringey","E09000014",2020-05-30,1,717
"Harrow","E09000015",2020-05-30,4,1227
"Havering","E09000016",2020-05-30,0,888
"Hillingdon","E09000017",2020-05-30,0,1014
"Hounslow","E09000018",2020-05-30,1,960
"Islington","E09000019",2020-05-30,1,519
"Kensington and Chelsea","E09000020",2020-05-30,1,533
"Kingston upon Thames","E09000021",2020-05-30,1,704
"Lambeth","E09000022",2020-05-30,0,1323
"Lewisham","E09000023",2020-05-30,0,1156
"Merton","E09000024",2020-05-30,0,891
"Newham","E09000025",2020-05-30,5,1195
"Redbridge","E09000026",2020-05-30,0,1019
"Richmond upon Thames","E09000027",2020-05-30,0,505
"Southwark","E09000028",2020-05-30,0,1401
"Sutton","E09000029",2020-05-30,2,958
"Tower Hamlets","E09000030",2020-05-30,3,755
"Waltham Forest","E09000031",2020-05-30,1,952
"Wandsworth","E09000032",2020-05-30,1,1109
"Westminster","E09000033",2020-05-30,1,730
"Barking and Dagenham","E09000002",2020-05-31,0,668
"Barnet","E09000003",2020-05-31,1,1546
"Bexley","E09000004",2020-05-31,3,996
"Brent","E09000005",2020-05-31,6,1656
"Bromley","E09000006",2020-05-31,1,1479
"Camden","E09000007",2020-05-31,2,672
"Croydon","E09000008",2020-05-31,1,1801
"Ealing","E09000009",2020-05-31,2,1465
"Enfield","E09000010",2020-05-31,1,1129
"Greenwich","E09000011",2020-05-31,1,901
"Hackney and City of London","E09000012",2020-05-31,1,770
"Hammersmith and Fulham","E09000013",2020-05-31,0,707
"Haringey","E09000014",2020-05-31,0,717
"Harrow","E09000015",2020-05-31,0,1227
"Havering","E09000016",2020-05-31,2,890
"Hillingdon","E09000017",2020-05-31,2,1016
"Hounslow","E09000018",2020-05-31,1,961
"Islington","E09000019",2020-05-31,0,519
"Kensington and Chelsea","E09000020",2020-05-31,0,533
"Kingston upon Thames","E09000021",2020-05-31,0,704
"Lambeth","E09000022",2020-05-31,0,1323
"Lewisham","E09000023",2020-05-31,2,1158
"Merton","E09000024",2020-05-31,0,891
"Newham","E09000025",2020-05-31,0,1195
"Redbridge","E09000026",2020-05-31,3,1022
"Richmond upon Thames","E09000027",2020-05-31,1,506
"Southwark","E09000028",2020-05-31,1,1402
"Sutton","E09000029",2020-05-31,2,960
"Tower Hamlets","E09000030",2020-05-31,1,756
"Waltham Forest","E09000031",2020-05-31,2,954
"Wandsworth","E09000032",2020-05-31,1,1110
"Westminster","E09000033",2020-05-31,1,731
"Barking and Dagenham","E09000002",2020-06-01,2,670
"Barnet","E09000003",2020-06-01,1,1547
"Bexley","E09000004",2020-06-01,2,998
"Brent","E09000005",2020-06-01,0,1656
"Bromley","E09000006",2020-06-01,2,1481
"Camden","E09000007",2020-06-01,0,672
"Croydon","E09000008",2020-06-01,1,1802
"Ealing","E09000009",2020-06-01,4,1469
"Enfield","E09000010",2020-06-01,0,1129
"Greenwich","E09000011",2020-06-01,1,902
"Hackney and City of London","E09000012",2020-06-01,3,773
"Hammersmith and Fulham","E09000013",2020-06-01,1,708
"Haringey","E09000014",2020-06-01,1,718
"Harrow","E09000015",2020-06-01,1,1228
"Havering","E09000016",2020-06-01,1,891
"Hillingdon","E09000017",2020-06-01,3,1019
"Hounslow","E09000018",2020-06-01,1,962
"Islington","E09000019",2020-06-01,1,520
"Kensington and Chelsea","E09000020",2020-06-01,1,534
"Kingston upon Thames","E09000021",2020-06-01,1,705
"Lambeth","E09000022",2020-06-01,2,1325
"Lewisham","E09000023",2020-06-01,3,1161
"Merton","E09000024",2020-06-01,4,895
"Newham","E09000025",2020-06-01,2,1197
"Redbridge","E09000026",2020-06-01,3,1025
"Richmond upon Thames","E09000027",2020-06-01,1,507
"Southwark","E09000028",2020-06-01,1,1403
"Sutton","E09000029",2020-06-01,1,961
"Tower Hamlets","E09000030",2020-06-01,2,758
"Waltham Forest","E09000031",2020-06-01,0,954
"Wandsworth","E09000032",2020-06-01,3,1113
"Westminster","E09000033",2020-06-01,0,731
"Barking and Dagenham","E09000002",2020-06-02,1,671
"Barnet","E09000003",2020-06-02,3,1550
"Bexley","E09000004",2020-06-02,2,1000
"Brent","E09000005",2020-06-02,1,1657
"Bromley","E09000006",2020-06-02,2,1483
"Camden","E09000007",2020-06-02,2,674
"Croydon","E09000008",2020-06-02,5,1807
"Ealing","E09000009",2020-06-02,2,1471
"Enfield","E09000010",2020-06-02,3,1132
"Greenwich","E09000011",2020-06-02,3,905
"Hackney and City of London","E09000012",2020-06-02,1,774
"Hammersmith and Fulham","E09000013",2020-06-02,2,710
"Haringey","E09000014",2020-06-02,0,718
"Harrow","E09000015",2020-06-02,5,1233
"Havering","E09000016",2020-06-02,2,893
"Hillingdon","E09000017",2020-06-02,0,1019
"Hounslow","E09000018",2020-06-02,1,963
"Islington","E09000019",2020-06-02,1,521
"Kensington and Chelsea","E09000020",2020-06-02,0,534
"Kingston upon Thames","E09000021",2020-06-02,1,706
"Lambeth","E09000022",2020-06-02,1,1326
"Lewisham","E09000023",2020-06-02,0,1161
"Merton","E09000024",2020-06-02,1,896
"Newham","E09000025",2020-06-02,0,1197
"Redbridge","E09000026",2020-06-02,2,1027
"Richmond upon Thames","E09000027",2020-06-02,0,507
"Southwark","E09000028",2020-06-02,0,1403
"Sutton","E09000029",2020-06-02,3,964
"Tower Hamlets","E09000030",2020-06-02,2,760
"Waltham Forest","E09000031",2020-06-02,2,956
"Wandsworth","E09000032",2020-06-02,0,1113
"Westminster","E09000033",2020-06-02,1,732
"Barking and Dagenham","E09000002",2020-06-03,4,675
"Barnet","E09000003",2020-06-03,3,1553
"Bexley","E09000004",2020-06-03,4,1004
"Brent","E09000005",2020-06-03,2,1659
"Bromley","E09000006",2020-06-03,3,1486
"Camden","E09000007",2020-06-03,2,676
"Croydon","E09000008",2020-06-03,2,1809
"Ealing","E09000009",2020-06-03,5,1476
"Enfield","E09000010",2020-06-03,1,1133
"Greenwich","E09000011",2020-06-03,3,908
"Hackney and City of London","E09000012",2020-06-03,5,779
"Hammersmith and Fulham","E09000013",2020-06-03,3,713
"Haringey","E09000014",2020-06-03,1,719
"Harrow","E09000015",2020-06-03,2,1235
"Havering","E09000016",2020-06-03,3,896
"Hillingdon","E09000017",2020-06-03,4,1023
"Hounslow","E09000018",2020-06-03,4,967
"Islington","E09000019",2020-06-03,1,522
"Kensington and Chelsea","E09000020",2020-06-03,0,534
"Kingston upon Thames","E09000021",2020-06-03,2,708
"Lambeth","E09000022",2020-06-03,1,1327
"Lewisham","E09000023",2020-06-03,1,1162
"Merton","E09000024",2020-06-03,0,896
"Newham","E09000025",2020-06-03,3,1200
"Redbridge","E09000026",2020-06-03,5,1032
"Richmond upon Thames","E09000027",2020-06-03,2,509
"Southwark","E09000028",2020-06-03,2,1405
"Sutton","E09000029",2020-06-03,3,967
"Tower Hamlets","E09000030",2020-06-03,3,763
"Waltham Forest","E09000031",2020-06-03,0,956
"Wandsworth","E09000032",2020-06-03,2,1115
"Westminster","E09000033",2020-06-03,3,735
"Barking and Dagenham","E09000002",2020-06-04,2,677
"Barnet","E09000003",2020-06-04,1,1554
"Bexley","E09000004",2020-06-04,0,1004
"Brent","E09000005",2020-06-04,2,1661
"Bromley","E09000006",2020-06-04,2,1488
"Camden","E09000007",2020-06-04,0,676
"Croydon","E09000008",2020-06-04,2,1811
"Ealing","E09000009",2020-06-04,4,1480
"Enfield","E09000010",2020-06-04,2,1135
"Greenwich","E09000011",2020-06-04,3,911
"Hackney and City of London","E09000012",2020-06-04,1,780
"Hammersmith and Fulham","E09000013",2020-06-04,1,714
"Haringey","E09000014",2020-06-04,1,720
"Harrow","E09000015",2020-06-04,2,1237
"Havering","E09000016",2020-06-04,1,897
"Hillingdon","E09000017",2020-06-04,1,1024
"Hounslow","E09000018",2020-06-04,4,971
"Islington","E09000019",2020-06-04,0,522
"Kensington and Chelsea","E09000020",2020-06-04,0,534
"Kingston upon Thames","E09000021",2020-06-04,3,711
"Lambeth","E09000022",2020-06-04,1,1328
"Lewisham","E09000023",2020-06-04,1,1163
"Merton","E09000024",2020-06-04,1,897
"Newham","E09000025",2020-06-04,9,1209
"Redbridge","E09000026",2020-06-04,6,1038
"Richmond upon Thames","E09000027",2020-06-04,3,512
"Southwark","E09000028",2020-06-04,0,1405
"Sutton","E09000029",2020-06-04,1,968
"Tower Hamlets","E09000030",2020-06-04,0,763
"Waltham Forest","E09000031",2020-06-04,2,958
"Wandsworth","E09000032",2020-06-04,1,1116
"Westminster","E09000033",2020-06-04,0,735
"Barking and Dagenham","E09000002",2020-06-05,0,677
"Barnet","E09000003",2020-06-05,1,1555
"Bexley","E09000004",2020-06-05,1,1005
"Brent","E09000005",2020-06-05,6,1667
"Bromley","E09000006",2020-06-05,1,1489
"Camden","E09000007",2020-06-05,0,676
"Croydon","E09000008",2020-06-05,3,1814
"Ealing","E09000009",2020-06-05,4,1484
"Enfield","E09000010",2020-06-05,0,1135
"Greenwich","E09000011",2020-06-05,3,914
"Hackney and City of London","E09000012",2020-06-05,1,781
"Hammersmith and Fulham","E09000013",2020-06-05,0,714
"Haringey","E09000014",2020-06-05,0,720
"Harrow","E09000015",2020-06-05,1,1238
"Havering","E09000016",2020-06-05,1,898
"Hillingdon","E09000017",2020-06-05,0,1024
"Hounslow","E09000018",2020-06-05,7,978
"Islington","E09000019",2020-06-05,3,525
"Kensington and Chelsea","E09000020",2020-06-05,0,534
"Kingston upon Thames","E09000021",2020-06-05,0,711
"Lambeth","E09000022",2020-06-05,1,1329
"Lewisham","E09000023",2020-06-05,2,1165
"Merton","E09000024",2020-06-05,0,897
"Newham","E09000025",2020-06-05,3,1212
"Redbridge","E09000026",2020-06-05,2,1040
"Richmond upon Thames","E09000027",2020-06-05,1,513
"Southwark","E09000028",2020-06-05,1,1406
"Sutton","E09000029",2020-06-05,1,969
"Tower Hamlets","E09000030",2020-06-05,1,764
"Waltham Forest","E09000031",2020-06-05,1,959
"Wandsworth","E09000032",2020-06-05,0,1116
"Westminster","E09000033",2020-06-05,2,737
"Barking and Dagenham","E09000002",2020-06-06,0,677
"Barnet","E09000003",2020-06-06,2,1557
"Bexley","E09000004",2020-06-06,0,1005
"Brent","E09000005",2020-06-06,3,1670
"Bromley","E09000006",2020-06-06,0,1489
"Camden","E09000007",2020-06-06,0,676
"Croydon","E09000008",2020-06-06,2,1816
"Ealing","E09000009",2020-06-06,3,1487
"Enfield","E09000010",2020-06-06,2,1137
"Greenwich","E09000011",2020-06-06,1,915
"Hackney and City of London","E09000012",2020-06-06,0,781
"Hammersmith and Fulham","E09000013",2020-06-06,2,716
"Haringey","E09000014",2020-06-06,1,721
"Harrow","E09000015",2020-06-06,3,1241
"Havering","E09000016",2020-06-06,0,898
"Hillingdon","E09000017",2020-06-06,0,1024
"Hounslow","E09000018",2020-06-06,4,982
"Islington","E09000019",2020-06-06,0,525
"Kensington and Chelsea","E09000020",2020-06-06,1,535
"Kingston upon Thames","E09000021",2020-06-06,2,713
"Lambeth","E09000022",2020-06-06,2,1331
"Lewisham","E09000023",2020-06-06,1,1166
"Merton","E09000024",2020-06-06,3,900
"Newham","E09000025",2020-06-06,2,1214
"Redbridge","E09000026",2020-06-06,5,1045
"Richmond upon Thames","E09000027",2020-06-06,0,513
"Southwark","E09000028",2020-06-06,0,1406
"Sutton","E09000029",2020-06-06,2,971
"Tower Hamlets","E09000030",2020-06-06,0,764
"Waltham Forest","E09000031",2020-06-06,2,961
"Wandsworth","E09000032",2020-06-06,0,1116
"Westminster","E09000033",2020-06-06,3,740
"Barking and Dagenham","E09000002",2020-06-07,0,677
"Barnet","E09000003",2020-06-07,2,1559
"Bexley","E09000004",2020-06-07,3,1008
"Brent","E09000005",2020-06-07,2,1672
"Bromley","E09000006",2020-06-07,1,1490
"Camden","E09000007",2020-06-07,3,679
"Croydon","E09000008",2020-06-07,1,1817
"Ealing","E09000009",2020-06-07,1,1488
"Enfield","E09000010",2020-06-07,0,1137
"Greenwich","E09000011",2020-06-07,1,916
"Hackney and City of London","E09000012",2020-06-07,0,781
"Hammersmith and Fulham","E09000013",2020-06-07,1,717
"Haringey","E09000014",2020-06-07,1,722
"Harrow","E09000015",2020-06-07,2,1243
"Havering","E09000016",2020-06-07,2,900
"Hillingdon","E09000017",2020-06-07,0,1024
"Hounslow","E09000018",2020-06-07,5,987
"Islington","E09000019",2020-06-07,1,526
"Kensington and Chelsea","E09000020",2020-06-07,3,538
"Kingston upon Thames","E09000021",2020-06-07,2,715
"Lambeth","E09000022",2020-06-07,1,1332
"Lewisham","E09000023",2020-06-07,2,1168
"Merton","E09000024",2020-06-07,0,900
"Newham","E09000025",2020-06-07,2,1216
"Redbridge","E09000026",2020-06-07,0,1045
"Richmond upon Thames","E09000027",2020-06-07,0,513
"Southwark","E09000028",2020-06-07,1,1407
"Sutton","E09000029",2020-06-07,4,975
"Tower Hamlets","E09000030",2020-06-07,2,766
"Waltham Forest","E09000031",2020-06-07,2,963
"Wandsworth","E09000032",2020-06-07,0,1116
"Westminster","E09000033",2020-06-07,0,740
"Barking and Dagenham","E09000002",2020-06-08,1,678
"Barnet","E09000003",2020-06-08,1,1560
"Bexley","E09000004",2020-06-08,2,1010
"Brent","E09000005",2020-06-08,1,1673
"Bromley","E09000006",2020-06-08,2,1492
"Camden","E09000007",2020-06-08,1,680
"Croydon","E09000008",2020-06-08,2,1819
"Ealing","E09000009",2020-06-08,2,1490
"Enfield","E09000010",2020-06-08,0,1137
"Greenwich","E09000011",2020-06-08,2,918
"Hackney and City of London","E09000012",2020-06-08,0,781
"Hammersmith and Fulham","E09000013",2020-06-08,1,718
"Haringey","E09000014",2020-06-08,0,722
"Harrow","E09000015",2020-06-08,6,1249
"Havering","E09000016",2020-06-08,2,902
"Hillingdon","E09000017",2020-06-08,6,1030
"Hounslow","E09000018",2020-06-08,1,988
"Islington","E09000019",2020-06-08,0,526
"Kensington and Chelsea","E09000020",2020-06-08,1,539
"Kingston upon Thames","E09000021",2020-06-08,2,717
"Lambeth","E09000022",2020-06-08,0,1332
"Lewisham","E09000023",2020-06-08,1,1169
"Merton","E09000024",2020-06-08,1,901
"Newham","E09000025",2020-06-08,2,1218
"Redbridge","E09000026",2020-06-08,3,1048
"Richmond upon Thames","E09000027",2020-06-08,3,516
"Southwark","E09000028",2020-06-08,0,1407
"Sutton","E09000029",2020-06-08,3,978
"Tower Hamlets","E09000030",2020-06-08,1,767
"Waltham Forest","E09000031",2020-06-08,5,968
"Wandsworth","E09000032",2020-06-08,0,1116
"Westminster","E09000033",2020-06-08,4,744
"Barking and Dagenham","E09000002",2020-06-09,0,678
"Barnet","E09000003",2020-06-09,0,1560
"Bexley","E09000004",2020-06-09,3,1013
"Brent","E09000005",2020-06-09,4,1677
"Bromley","E09000006",2020-06-09,1,1493
"Camden","E09000007",2020-06-09,1,681
"Croydon","E09000008",2020-06-09,3,1822
"Ealing","E09000009",2020-06-09,7,1497
"Enfield","E09000010",2020-06-09,3,1140
"Greenwich","E09000011",2020-06-09,5,923
"Hackney and City of London","E09000012",2020-06-09,1,782
"Hammersmith and Fulham","E09000013",2020-06-09,1,719
"Haringey","E09000014",2020-06-09,1,723
"Harrow","E09000015",2020-06-09,4,1253
"Havering","E09000016",2020-06-09,3,905
"Hillingdon","E09000017",2020-06-09,2,1032
"Hounslow","E09000018",2020-06-09,6,994
"Islington","E09000019",2020-06-09,0,526
"Kensington and Chelsea","E09000020",2020-06-09,0,539
"Kingston upon Thames","E09000021",2020-06-09,2,719
"Lambeth","E09000022",2020-06-09,4,1336
"Lewisham","E09000023",2020-06-09,0,1169
"Merton","E09000024",2020-06-09,4,905
"Newham","E09000025",2020-06-09,3,1221
"Redbridge","E09000026",2020-06-09,2,1050
"Richmond upon Thames","E09000027",2020-06-09,3,519
"Southwark","E09000028",2020-06-09,0,1407
"Sutton","E09000029",2020-06-09,2,980
"Tower Hamlets","E09000030",2020-06-09,3,770
"Waltham Forest","E09000031",2020-06-09,1,969
"Wandsworth","E09000032",2020-06-09,1,1117
"Westminster","E09000033",2020-06-09,1,745
"Barking and Dagenham","E09000002",2020-06-10,0,678
"Barnet","E09000003",2020-06-10,2,1562
"Bexley","E09000004",2020-06-10,3,1016
"Brent","E09000005",2020-06-10,4,1681
"Bromley","E09000006",2020-06-10,1,1494
"Camden","E09000007",2020-06-10,0,681
"Croydon","E09000008",2020-06-10,0,1822
"Ealing","E09000009",2020-06-10,2,1499
"Enfield","E09000010",2020-06-10,0,1140
"Greenwich","E09000011",2020-06-10,1,924
"Hackney and City of London","E09000012",2020-06-10,1,783
"Hammersmith and Fulham","E09000013",2020-06-10,1,720
"Haringey","E09000014",2020-06-10,0,723
"Harrow","E09000015",2020-06-10,2,1255
"Havering","E09000016",2020-06-10,2,907
"Hillingdon","E09000017",2020-06-10,5,1037
"Hounslow","E09000018",2020-06-10,10,1004
"Islington","E09000019",2020-06-10,1,527
"Kensington and Chelsea","E09000020",2020-06-10,0,539
"Kingston upon Thames","E09000021",2020-06-10,1,720
"Lambeth","E09000022",2020-06-10,1,1337
"Lewisham","E09000023",2020-06-10,3,1172
"Merton","E09000024",2020-06-10,1,906
"Newham","E09000025",2020-06-10,1,1222
"Redbridge","E09000026",2020-06-10,6,1056
"Richmond upon Thames","E09000027",2020-06-10,1,520
"Southwark","E09000028",2020-06-10,1,1408
"Sutton","E09000029",2020-06-10,1,981
"Tower Hamlets","E09000030",2020-06-10,0,770
"Waltham Forest","E09000031",2020-06-10,0,969
"Wandsworth","E09000032",2020-06-10,1,1118
"Westminster","E09000033",2020-06-10,1,746
"Barking and Dagenham","E09000002",2020-06-11,1,679
"Barnet","E09000003",2020-06-11,1,1563
"Bexley","E09000004",2020-06-11,1,1017
"Brent","E09000005",2020-06-11,4,1685
"Bromley","E09000006",2020-06-11,0,1494
"Camden","E09000007",2020-06-11,2,683
"Croydon","E09000008",2020-06-11,3,1825
"Ealing","E09000009",2020-06-11,0,1499
"Enfield","E09000010",2020-06-11,2,1142
"Greenwich","E09000011",2020-06-11,1,925
"Hackney and City of London","E09000012",2020-06-11,0,783
"Hammersmith and Fulham","E09000013",2020-06-11,0,720
"Haringey","E09000014",2020-06-11,0,723
"Harrow","E09000015",2020-06-11,2,1257
"Havering","E09000016",2020-06-11,0,907
"Hillingdon","E09000017",2020-06-11,1,1038
"Hounslow","E09000018",2020-06-11,2,1006
"Islington","E09000019",2020-06-11,3,530
"Kensington and Chelsea","E09000020",2020-06-11,0,539
"Kingston upon Thames","E09000021",2020-06-11,1,721
"Lambeth","E09000022",2020-06-11,2,1339
"Lewisham","E09000023",2020-06-11,2,1174
"Merton","E09000024",2020-06-11,0,906
"Newham","E09000025",2020-06-11,1,1223
"Redbridge","E09000026",2020-06-11,4,1060
"Richmond upon Thames","E09000027",2020-06-11,0,520
"Southwark","E09000028",2020-06-11,0,1408
"Sutton","E09000029",2020-06-11,2,983
"Tower Hamlets","E09000030",2020-06-11,5,775
"Waltham Forest","E09000031",2020-06-11,4,973
"Wandsworth","E09000032",2020-06-11,1,1119
"Westminster","E09000033",2020-06-11,2,748
"Barking and Dagenham","E09000002",2020-06-12,3,682
"Barnet","E09000003",2020-06-12,1,1564
"Bexley","E09000004",2020-06-12,2,1019
"Brent","E09000005",2020-06-12,3,1688
"Bromley","E09000006",2020-06-12,0,1494
"Camden","E09000007",2020-06-12,2,685
"Croydon","E09000008",2020-06-12,0,1825
"Ealing","E09000009",2020-06-12,4,1503
"Enfield","E09000010",2020-06-12,4,1146
"Greenwich","E09000011",2020-06-12,3,928
"Hackney and City of London","E09000012",2020-06-12,0,783
"Hammersmith and Fulham","E09000013",2020-06-12,1,721
"Haringey","E09000014",2020-06-12,1,724
"Harrow","E09000015",2020-06-12,1,1258
"Havering","E09000016",2020-06-12,2,909
"Hillingdon","E09000017",2020-06-12,3,1041
"Hounslow","E09000018",2020-06-12,0,1006
"Islington","E09000019",2020-06-12,1,531
"Kensington and Chelsea","E09000020",2020-06-12,1,540
"Kingston upon Thames","E09000021",2020-06-12,3,724
"Lambeth","E09000022",2020-06-12,0,1339
"Lewisham","E09000023",2020-06-12,0,1174
"Merton","E09000024",2020-06-12,1,907
"Newham","E09000025",2020-06-12,2,1225
"Redbridge","E09000026",2020-06-12,7,1067
"Richmond upon Thames","E09000027",2020-06-12,2,522
"Southwark","E09000028",2020-06-12,0,1408
"Sutton","E09000029",2020-06-12,2,985
"Tower Hamlets","E09000030",2020-06-12,2,777
"Waltham Forest","E09000031",2020-06-12,0,973
"Wandsworth","E09000032",2020-06-12,0,1119
"Westminster","E09000033",2020-06-12,3,751
"Barking and Dagenham","E09000002",2020-06-13,2,684
"Barnet","E09000003",2020-06-13,2,1566
"Bexley","E09000004",2020-06-13,1,1020
"Brent","E09000005",2020-06-13,3,1691
"Bromley","E09000006",2020-06-13,1,1495
"Camden","E09000007",2020-06-13,1,686
"Croydon","E09000008",2020-06-13,0,1825
"Ealing","E09000009",2020-06-13,1,1504
"Enfield","E09000010",2020-06-13,2,1148
"Greenwich","E09000011",2020-06-13,0,928
"Hackney and City of London","E09000012",2020-06-13,2,785
"Hammersmith and Fulham","E09000013",2020-06-13,0,721
"Haringey","E09000014",2020-06-13,2,726
"Harrow","E09000015",2020-06-13,0,1258
"Havering","E09000016",2020-06-13,1,910
"Hillingdon","E09000017",2020-06-13,2,1043
"Hounslow","E09000018",2020-06-13,1,1007
"Islington","E09000019",2020-06-13,1,532
"Kensington and Chelsea","E09000020",2020-06-13,0,540
"Kingston upon Thames","E09000021",2020-06-13,2,726
"Lambeth","E09000022",2020-06-13,1,1340
